fid,objectid,area,perimeter,air_020107,air_20108,r_code,ind_name,aiana,aiana_desc,ind_source,ind_scale,entity,org_code,fed_regist,region_cod,region_nam,agency_nam,self_gover,osgt_code,osgt_assoc,native_cor,mail_name,state,cnty_st,tot_area,tribe_area,allot_area,fed_area,labor_tot,hsgrad_pct,colgrad_pc,unemploy_p,inc_percap,pop_tot,tribal_num,treaty,tribal_est,gov_type,econ_sourc,gaming,med_fac,sq_miles,acres,agency_cod,poi_on_ima,field_veri,shape_leng,shape_le_1,shape_le_2,irmp_plan,short_name,shape_le_3,shape_area
47,0,181949.951979,1702.125488,4259,6940,RA36,Big Bend Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000","Pit River Tribe, California   - Big Bend Rancheria",J52536,true,PAC,Pacific,No. California Field Office,false,,,,Pit River Tribe,CA,Shasta CA,40,0,0,0,0,0,0,0,4800,6,0,Executive Order 1916,Constitution adopted 1987,Tribal council headed by a chairperson,Agriculture; forestry; Tourism; government,false,Clinic in Burney; hospital and clinics in Redding 58 miles away,0.070251,44.95986,J52,,,1702.12545,0,0,,,1702.12545,181949.938638
48,0,213072039.458,87895.020478,11045,9,TW21,Big Cypress Reservation,AIR,American Indian Reservation,CENSUS2000,"1:500,000",Seminole Tribe of Florida,S53021,true,EAS,Eastern,Seminole Agency,false,,,,Seminole Tribe of Florida,FL,"Broward & Henry, FL",42739,52337,0,42739,271,58,0,0,5366,449,0,Lands purchased in 1930s by Bureau of Indian Affairs,"Organized under IRA of 1934, federally recognized in 1957, ratified constitution in 1957",Tribal Council of the Seminole Tribe of Florida,"Ranching, agriculture, retail/service businesses, tourism, tobacco sales",true,IHS clinic,82.267237,52650.097484,S53,,,87895.020548,0,0,,,87895.020548,213072039.17
49,0,30357.733191,765.512507,2062,9137,R554,Big Lagoon Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000","Big Lagoon Rancheria, California",J52554,true,PAC,Pacific,No. California Field Office,false,,,,Big Lagoon Rancheria,CA,Humboldt CA,20,0,0,0,4,100,100,0,10933,24,0,,,,,true,,0.011721,7.501523,J52,,,765.512437,0,0,,,765.512437,30357.724469
50,0,1105911.13194,5596.235889,7261,3937,R530,Big Pine Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000","Big Pine Band of Owens Valley Paiute Shoshone Indians of the Big Pine Reservation, California",J51530,true,PAC,Pacific,Central California Agency,false,,,,Big Pine Band-Owens Valley Paiute-Shoshone Indians,CA,Inyo CA,279,0,0,0,128,77.2,0,15,6699,0,403,Executive Order 1912,Trust Agreement 1939; Assignment Ordinance 1962,Tribal council headed by a chairperson,Agriculture; government; manufacturing; retail; land leasing,false,clinics & hospital in Bishop 18 miles away,0.426993,273.27056,J51,,,5596.235896,0,0,,,5596.235896,1105911.08796
51,0,1012693.25727,5935.359807,7253,3945,R506,Big Sandy Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000",Big Sandy Rancheria of Mono Indians of California,J51506,true,PAC,Pacific,Central California Agency,false,,,,Big Sandy Rancheria of Mono Indians,CA,Fresno CA,228,0,0,0,10,57.9,0,40,3784,0,108,Established 1909,,Tribal council headed by a chief,,true,clinic,0.391002,250.237026,J51,,,5935.359957,0,0,,,5935.359957,1012693.28448
52,0,474660.023151,3390.496646,6316,4882,R507,Big Valley Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000","Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",J51507,true,PAC,Pacific,Central California Agency,false,,,,Big Valley Rancheria,CA,Lake CA,0,0,0,0,17,0,0,0,2991,81,0,,,,,true,,0.183267,117.288705,J51,,,3390.496537,0,0,,,3390.496537,474660.009593
53,0,1534011.40844,4471.224987,42,11161,Z047,Bill Moore's Slough,ANV,Alaska Native Village,TIGER95,"1:100,000",Village of Bill Moore's Slough,E02047,true,ALA,Alaska,Bethel Field Office,true,OSGT812,Assoc. Village Council Presidents,,Kongniglkilnomuit Yuita Corporation,AK,AK,0,0,0,0,0,0,0,0,0,0,0,Alaska Native Claims Settlement Act (1971),,,,false,,1.630771,379.054144,E02,,,4471.22503,0,0,,,4471.22503,1534011.43744
54,0,1534012.13154,4542.070122,123,11080,Z049,Birch Creek,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Birch Creek Tribe (formerly listed as Birch Creek Village),E03049,true,ALA,Alaska,Fairbanks Field Office,true,001/817,Council of Athabascan Tribal Govts/Tanana Chiefs Conference,"Doyon, Ltd.","Tihteet'all, Inc., Birch Creek Village",AK,unorganized borough AK,132602,0,0,0,13,15,0,0,2247,42,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional council headed by a chief,Subsistence; public service; construction; government,false,clinic,6.411129,379.054095,E03,,,4542.070078,0,0,,,4542.070078,1534012.10781
55,0,3559278.24504,9419.629076,7236,3962,R549,Bishop Colony,AIR,American Indian Reservation,TIGER95,"1:100,000","Paiute-Shoshone Indians of the Bishop Community of the Bishop Colony, California",J51549,true,PAC,Pacific,Central California Agency,false,,,,Paiute-Shoshone Indians of the Bishop Community,CA,Inyo CA,875,0,0,0,414,67.9,4,27.3,6799,1437,1408,Executive Order 1912,Trust Agreement 1939 &  Assignment Ordinance 1962,Bishop Indian Tribal Council headed by a chairperson,Agriculture; construction; tourism; government; retail,true,clinic & Northern Inyo Hospital in nearby Bishop,1.374239,879.497412,J51,,,9419.628925,0,0,,,9419.628925,3559278.15264
56,0,6207289092.68,387606.31121,331,10872,R201,Blackfeet Reservation,AIR,American Indian Reservation,LTM,"1:24,000",Blackfeet Tribe of the Blackfeet Indian Reservation of Montana,C51201,true,RMT,Rocky Mountain,Blackfeet Agency,false,,,,Blackfeet Reservation,MT,Glacier;  Pondera  MT,1525712,0,0,0,2340,66.3,6.6,31.1,4718,8488,0,Sweetgrass Hills Treaty 1888,1934 Indian Reorganization Act created new bylaws,"Tribal Council, Tribal Business Council","Agriculture, construction, government, forestry, fisheries, mfg., mining",true,"Clinic, IHS Hospital",2396.638046,1533821.13693,C51,,,387606.31163,0,0,,,387606.31163,6207289092.97
57,0,341046.969859,5390.132804,357,10846,R201,Blackfeet Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,LTM,"1:24,000",Blackfeet Tribe of the Blackfeet Indian Reservation of Montana,C51201,true,RMT,Rocky Mountain,Blackfeet Agency,false,,,,Blackfeet Reservation,MT,Glacier;  Pondera  MT,1525712,0,0,0,2340,66.3,6.6,31.1,4718,8488,0,Sweetgrass Hills Treaty 1888,1934 Indian Reorganization Act created new bylaws,"Tribal Council, Tribal Business Council","Agriculture, construction, government, forestry, fisheries, mfg., mining",true,"Clinic, IHS Hospital",0.131679,84.272821,C51,,,5390.133004,0,0,,,5390.133004,341047.003298
58,0,127043.879846,1844.851892,2122,9077,R558,Blue Lake Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000",Blue Lake Rancheria of California,J52558,true,PAC,Pacific,No. California Field Office,false,,,,Blue Lake Business Council,CA,Humboldt CA,31,0,0,0,13,100,0,0,12257,53,0,Regained trust status 1983,IRA constitution 1989,Business council elected by general council,Agriculture; tourism,false,,0.049052,31.392618,J52,,,1844.851979,0,0,,,1844.851979,127043.876592
59,0,92723036.5473,38512.505201,1398,9805,R418,Bois Forte (Deer Creek) Reservation,AIR,American Indian Reservation,LTM,"1:24,000","Minnesota Chippewa Tribe, Bois Forte Band (Deer Creek), Minnesota",F53404,true,MID,Midwest,Minnesota Agency,false,,,,Bois Forte Band of Chippewa,MN,Koochiching; Itasca;  St. Louis  MN,105284,30354,11504,0,134,66.4,5.5,26.1,4994,898,2485,1866; Executive Order 1881 further established reservation,Constitution & bylaws ratified in 1936 with IRA,Elected Tribal Council (5 member board),"Wild rice, construction, Business Development Program, sawmill, government as employer",true,"Nett Lake Health Center, Vermillion Lake Health Station",35.800424,22911.864991,F53,,,38512.505119,0,0,,,38512.505119,92723036.2862
60,0,452459887.746,88515.672627,1290,9913,R404,Bois Forte (Nett Lake) Reservation,AIR,American Indian Reservation,LTM,"1:24,000","Minnesota Chippewa Tribe, Bois Forte Band (Nett Lake),Minnesota",F53404,true,MID,Midwest,Minnesota Agency,true,OSGT404,,,Bois Forte Band of Chippewa,MN,Koochiching; Itasca;  St. Louis  MN,105284,30354,11504,0,134,66.4,5.5,26.1,4994,898,2485,1866; Executive Order 1881 further established reservation,Constitution & bylaws ratified in 1936 with IRA,Elected Tribal Council (5 member board),"Wild rice, construction, Business Development Program, sawmill, government as employer",true,"Nett Lake Health Center, Vermillion Lake Health Station",174.695037,111802.840182,F53,,,88515.672717,0,0,,,88515.672717,452459888.059
61,0,4199120.20966,16618.004632,1408,9795,R417,Bois Forte (Vermillion Lake) Reservation,AIR,American Indian Reservation,LTM,"1:24,000","Minnesota Chippewa Tribe, Bois Forte Band",F53404,true,MID,Midwest,Minnesota Agency,false,,,,Bois Forte Band of Chippewa,MN,Koochiching; Itasca;  St. Louis  MN,105284,30354,11504,0,134,66.4,5.5,26.1,4994,898,2485,1866; Executive Order 1881 further established reservation,Constitution & bylaws ratified in 1936 with IRA,Elected Tribal Council (5 member board),"Wild rice, construction, Business Development Program, sawmill, government as employer",true,"Nett Lake Health Center, Vermillion Lake Health Station",1.621284,1037.603036,F53,,,16618.004418,0,0,,,16618.004418,4199120.23542
62,0,1535346.42774,4519.807608,16,11187,Z056,Brevig Mission,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Brevig Mission,E04056,true,ALA,Alaska,Nome Agency,true,OSGT816,"Kawerak, Inc.",Bering Straits Native Corporation,Brevig Mission Native Corporation,AK,unorganized borough AK,113920,0,0,0,68,50,0,35.3,4574,198,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1969),Traditional village council,Subsistence; government,false,clinic,4.160296,379.384294,E04,,,4519.807629,0,0,,,4519.807629,1535346.43609
63,0,168611.877591,1642.690899,7166,4032,R691,Bridgeport Colony,AIR,American Indian Reservation,TIGER95,"1:100,000",Bridgeport Paiute Indian Colony of California,J51691,true,PAC,Pacific,Central California Agency,false,,,,Bridgeport Paiute Indian Colony,CA,Mono CA,40,0,0,0,8,25,0,50,4437,0,91,Executive Order 1974,IRA constitution 1976,General Council (all tribal members 18+) headed by a chairperson,Government; tourism,false,Mono General Hospital in Bridgeport,0.065101,41.663813,J51,,,1642.690739,0,0,,,1642.690739,168611.850453
64,0,147996903.32,77274.680135,11042,12,TX21,Brighton Reservation,AIR,American Indian Reservation,CENSUS2000,"1:500,000",Seminole Tribe of Florida,S53021,true,EAS,Eastern,Seminole Agency,false,,,,Seminole Tribe of Florida,FL,"Glades, FL",35805,35805,0,35805,159,51,0,0,5304,528,0,Lands purchased in 1930s by Bureau of Indian Affairs,"Organized under IRA of 1934, federally recognized in 1957, ratified constitution in 1957",Tribal Council of the Seminole Tribe of Florida,"Agriculture, cattle, citrus crops, small businesses, tourism, industrial park",false,Health care available on the reservation,57.141697,36570.037004,S53,,,77274.680273,0,0,,,77274.680273,147996903.126
65,0,1533996.1475,4534.487709,27,11176,Z059,Buckland,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Buckland,E04059,true,ALA,Alaska,Nome Agency,true,OSGT004,Maniilaq Association,NANA Regional Corporation,NANA Corporation,AK,Northwest Arctic Borough AK,92160,0,0,0,74,56.1,1.9,12.2,4461,318,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1966),Indian Reorganization Act council,Subsistence; government; transportation,false,clinic,1.408176,379.050828,E04,,,4534.48775,0,0,,,4534.48775,1533996.16445
66,0,9797.56926,395.939726,7148,4050,R508,Buena Vista Rancheria of Me-Wuk Indians of California,FRTE,Federally Recognized Tribal Entity,GDSC,"1:100,000",Buena Vista Rancheria of Me-Wuk Indians of California,J51508,true,PAC,Pacific,Central California Agency,false,,,,Buena Vista Rancheria,CA,Amador CA,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,0.003783,2.420927,J51,,,395.9396,0,0,,,395.9396,9797.563001
67,0,1829235.19631,8060.96968,5665,5534,RB36,Burney Tract,AIR,American Indian Reservation,TIGER95,"1:100,000","Pit River Tribe, California   - Burney Tract",J52536,true,PAC,Pacific,No. California Field Office,false,,,,Pit River Tribe,CA,Shasta CA,0,0,0,0,0,0,0,0,0,0,0,Restored 1992,,Tribal council headed by a chairperson,,false,Clinic Burney,0.706269,452.00424,J52,,,8060.96976,0,0,,,8060.96976,1829235.20173
68,0,48894463.7291,147499.720665,1835,9368,R144,Burns Paiute Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Burns Paiute Tribe of the Burns Paiute Indian Colony of Oregon,P09144,true,NWT,Northwest,Warm Springs Agency,false,,,,Burns Paiute Tribe,OR,Harney OR,11465,931,10534,0,101,0,0,50,0,219,356,Burns Colony Reservation established 1863,Constitution & bylaws 1968,General council headed by a chairman; business committee,Agriculture; forestry; government,true,Wada-Tika Health Center,18.87818,12081.82111,P09,,,147499.720966,0,0,,,147499.720966,48894463.5024
69,0,8271996.71228,24918.553924,9519,1620,R568,Cabazon Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000","Cabazon Band of Mission Indians, California (previously listed as the Cabazon Band of Cahuilla Mission Indians of the Cabazon Reservation)",J54568,true,PAC,Pacific,Southern California Agency,true,OSGT568,,,Cabazon Band of Mission Indians,CA,Riverside CA,1706,0,0,0,4,50,0,0,4454,0,25,Executive Order 1876,Articles of Association approved 1965,General council (all tribal members 18+) headed by a chairperson,Agriculture; tourism; retail,true,Hospitals & clinics available in Indio,3.193822,2044.009614,J54,,,24918.553996,0,0,,,24918.553996,8271996.75466
70,0,9797.217601,395.932572,9754,1379,Y002,Caddo Nation of Oklahoma,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000",Caddo Nation of Oklahoma (formerly the Caddo Indian Tribe of Oklahoma),B06806,true,SPL,Southern Plains,,false,,,,,OK,,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,513.867028,2.420927,B06,,,395.9326,0,0,,,395.9326,9797.219028
71,0,74137171.2071,43476.292653,9596,1542,R569,Cahuilla Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Cahuilla Band of Mission Indians of the Cahuilla Reservation, California",J54569,true,PAC,Pacific,Southern California Agency,false,,,,Cahuilla Band of Indians,CA,Riverside CA,18884,2611,16273,0,24,76.7,0,25,4406,107,118,Executive Order 1875,Non-IRA constitution revised 1983,Tribal council elected by General Council (21+) headed by chairperson,Agriculture; government; mining; tourism,true,Nearest hospital in Hemet,28.624402,18319.292106,J54,,,43476.292536,0,0,,,43476.292536,74137171.5835
72,0,49979158.9177,375020.081379,1915,9288,Q103,California Public Domain Allotment,PDA,Public Domain Allotment,BIA NCA,"1:24,000",,,false,PAC,Pacific,,false,,,,,,Del Norte CA,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,19.296982,12349.84921,,,,375020.080319,0,0,,,321229.699185,49979159.0281
73,0,2032206.55598,7953.634245,9150,1989,R601,Camp Verde Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Yavapai-Apache Nation of the Camp Verde Indian Reservation, Arizona",H68601,true,WES,Western,Truxton Canyon Field Office,false,,,,Yavapai-Apache Tribe,AZ,"Yavapai, AZ",640,560,80,0,163,51.4,3.7,14.3,3270,624,0,"Executive Order on November 9, 1871",1934 IRA,9 member Community Council,"Agricultural leases, small businesses, recreation",true,"Hospital in Cottonwood, USPHS hospital in Camp Verde",0.784636,502.158375,H68,,,7953.634336,0,0,,,7953.634336,2032206.54321
74,0,584476.905763,4949.902377,8916,2223,R601,Camp Verde Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,CENSUS2000,"1:500,000","Yavapai-Apache Nation of the Camp Verde Indian Reservation, Arizona",H68601,true,WES,Western,Truxton Canyon Field Office,false,,,,Yavapai-Apache Tribe,AZ,"Yavapai, AZ",640,560,80,0,163,51.4,3.7,14.3,3270,624,0,"Executive Order on November 9, 1871",1934 IRA,9 member Community Council,"Agricultural leases, small businesses, recreation",true,"Hospital in Cottonwood, USPHS hospital in Camp Verde",0.225667,144.424334,H68,,,4949.902308,0,0,,,4949.902308,584476.905602
75,0,61400465.8691,60363.536971,10757,354,R570,Campo Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Campo Band of Diegueno Mission Indians of the Campo Indian Reservation, California",J54570,true,PAC,Pacific,Southern California Agency,true,OSGT570,,,Campo Band of Mission Indians,CA,San Diego CA,16512,0,0,0,35,50,0,28.6,6131,270,0,Executive Order 1891,Non-IRA constitution 1975,Executive Committee headed by a chairperson,Retail; agriculture; construction; waste management; mining; government; tourism,true,clinic is in Alpine 30 miles away,23.706758,15172.056001,J54,,,60363.537045,0,0,,,60363.537045,61400465.7798
76,0,1534021.40807,4478.520659,135,11068,Z065,Cantwell,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Cantwell,E01065,true,ALA,Alaska,Anchorage Field Office,true,OSGT807,Copper River Native Assn.,"Ahtna, Incorporated","Ahtna, Inc.",AK,Denali Borough AK,69120,0,0,0,81,51.9,7.4,34.6,10944,147,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional Council,Tourism; transportation; construction; government,false,clinic,100.568326,379.056429,E01,,,4478.520679,0,0,,,4478.520679,1534021.4237
77,0,64178781.9301,94876.039794,10588,544,R571,Capitan Grande Reservation,AIR,American Indian Reservation,GDSC,"1:24,000",Capitan Grande Band of Diegueno Mission Indians of California,J54571,true,PAC,Pacific,Southern California Agency,false,,,,Capitan Grande Band of Mission Indians,CA,San Diego CA,15753,0,0,0,0,0,0,0,0,0,0,,,,,false,,24.779468,15858.577857,J54,,,94876.040172,0,0,,,94876.040172,64178781.8313
78,0,643722.295831,3222.610165,6351,4847,RV72,Carson Colony,AIR,American Indian Reservation,TIGER95,"1:100,000",Washoe Tribe of Nevada & California - Carson Colony,H61672,true,WES,Western,Western Nevada Agency,false,,,,Carson Colony Community Council,NV,"Ormsby, NV",160,160,0,0,116,61.5,0,0,7830,265,275,"Act of May 18, 1916","Constitution & bylaws approved in 1936, revised 1966 & adopted 6/16/1967",3 member Community Council,,false,Health care available through BIA at Stewart,0.248542,159.063763,H61,,,3222.610009,0,0,,,3222.610009,643722.305804
79,0,2878151.82445,8474.284181,8903,2236,T032,Catawba Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Catawba Indian Nation (aka Catawba Tribe of South Carolina),S00032,true,EAS,Eastern,Eastern Regional Office,false,,,,Catawba Tribe,SC,"York, Chester & Lancaster, SC",714,714,0,0,0,0,0,0,0,0,1400,Pine Tree Hill (1760) and Augusta (1763) Treaties,"Federal recognition in 1993, 1972 reorganized as non-profit corporation",Tribal Council,"Housing construction, tourism",true,Nation provides health care,1.111255,711.19041,S00,,,8474.284078,0,0,,,8474.284078,2878151.77064
